task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1516	20/6027dc	7975895	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_idonii_GCF_004770995_Leptospira_broomii_GCF_000243715)	COMPLETED	0	2025-11-26 12:26:35.965	4m 45s	60s	976.3%	179.3 MB	2.7 GB	174.2 MB	71.2 MB
1521	f4/8e2e94	7975901	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_idonii_GCF_004770995_Leptospira_kemamanensis_GCF_004769665)	COMPLETED	0	2025-11-26 12:26:36.350	4m 45s	1m 5s	993.5%	169 MB	2.7 GB	161.6 MB	67.6 MB
1527	47/017d61	7975907	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_yasudae_GCF_003545925)	COMPLETED	0	2025-11-26 12:26:36.686	4m 44s	57.7s	964.8%	173.1 MB	2.7 GB	176.2 MB	71.9 MB
1526	37/f4798b	7975906	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_idonii_GCF_004770995_Leptospira_kanakyensis_GCF_004769235)	COMPLETED	0	2025-11-26 12:26:36.630	4m 44s	1m 10s	993.0%	173.2 MB	2.7 GB	169.2 MB	71.1 MB
1528	4d/5e9383	7975908	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_cinconiae_GCF_040833995)	COMPLETED	0	2025-11-26 12:26:36.744	4m 44s	57s	965.5%	190.9 MB	2.8 GB	169.2 MB	69 MB
1530	c6/c2f333	7975910	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_licerasiae_GCF_000244755)	COMPLETED	0	2025-11-26 12:26:36.854	4m 44s	58.8s	967.8%	178.1 MB	2.7 GB	171.8 MB	70.1 MB
1540	57/5f5631	7975937	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_neocaledonica_GCF_002812205)	COMPLETED	0	2025-11-26 12:27:21.586	4m 29s	1m 2s	981.5%	173.1 MB	2.7 GB	171.5 MB	69.9 MB
1542	55/48a09d	7975938	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_selangorensis_GCF_004769405)	COMPLETED	0	2025-11-26 12:27:21.641	4m 29s	1m 1s	980.3%	167.5 MB	2.7 GB	171.2 MB	69.8 MB
1539	83/d3ba02	7975936	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_fainei_GCF_000306235)	COMPLETED	0	2025-11-26 12:27:21.530	4m 29s	54s	951.2%	176.8 MB	2.8 GB	173 MB	70.6 MB
1544	8f/48ca49	7975949	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_dzoumogneensis_GCF_004770895)	COMPLETED	0	2025-11-26 12:27:50.963	4m 15s	58.5s	975.0%	170 MB	2.7 GB	169.7 MB	69.2 MB
1546	da/c527e9	7975950	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_semungkisensis_GCF_004770055)	COMPLETED	0	2025-11-26 12:27:51.086	4m 15s	50.7s	952.1%	164.4 MB	2.7 GB	166.3 MB	67.8 MB
1547	f9/ac2da4	7975951	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_weilii_GCF_006874745)	COMPLETED	0	2025-11-26 12:27:51.163	4m 15s	1m 4s	982.1%	197.2 MB	2.7 GB	174.2 MB	71.2 MB
1548	a3/14c069	7975952	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_hartskeerlii_GCF_002811475)	COMPLETED	0	2025-11-26 12:27:51.218	4m 15s	58.3s	976.4%	172.8 MB	2.7 GB	168.4 MB	68.6 MB
1551	36/fb69ec	7975955	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_langatensis_GCF_004770615)	COMPLETED	0	2025-11-26 12:27:51.389	4m 15s	49.6s	937.5%	169.4 MB	2.7 GB	169.2 MB	68.9 MB
1538	92/40c85c	7975935	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_iowaensis_GCF_040833965)	COMPLETED	0	2025-11-26 12:27:21.475	4m 59s	1m 23s	1012.8%	194.3 MB	2.7 GB	168.6 MB	73.7 MB
1541	df/142d11	7975939	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_bouyouniensis_GCF_004770445)	COMPLETED	0	2025-11-26 12:27:21.696	5m 14s	1m 23s	1011.1%	167.7 MB	2.7 GB	169.5 MB	74.4 MB
1535	b3/3938b2	7975932	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_harrisiae_GCF_002811945)	COMPLETED	0	2025-11-26 12:27:21.307	5m 15s	1m 17s	1022.0%	178.2 MB	2.7 GB	166.6 MB	72.3 MB
1533	f2/772180	7975930	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_sanjuanensis_GCF_022267325)	COMPLETED	0	2025-11-26 12:27:21.179	5m 15s	58.8s	962.2%	198.3 MB	2.8 GB	177.8 MB	73 MB
1532	24/a8fd6a	7975929	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_kirschneri_GCF_000243695)	COMPLETED	0	2025-11-26 12:27:21.065	5m 15s	1m 19s	1014.6%	171.2 MB	2.8 GB	175.2 MB	71.6 MB
1543	bd/23be75	7975940	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_adleri_GCF_002811985)	COMPLETED	0	2025-11-26 12:27:21.752	5m 14s	1m 7s	976.0%	169.6 MB	2.8 GB	182.3 MB	74.1 MB
1531	67/72b539	7975928	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_biflexa_GCF_000017685)	COMPLETED	0	2025-11-26 12:27:20.959	5m 15s	1m 19s	1010.7%	191 MB	2.7 GB	166.5 MB	72.6 MB
1529	b2/99c340	7975909	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_mtsangambouensis_GCF_004770475)	COMPLETED	0	2025-11-26 12:26:36.799	5m 59s	1m 22s	1016.8%	163.6 MB	2.8 GB	169.3 MB	73.6 MB
1536	40/6e7a54	7975933	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_tipperaryensis_GCF_001729245)	COMPLETED	0	2025-11-26 12:27:21.363	5m 15s	1m 7s	983.4%	196.5 MB	2.7 GB	179 MB	73.2 MB
1534	d3/1174cb	7975931	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_kmetyi_GCF_000243735)	COMPLETED	0	2025-11-26 12:27:21.243	5m 15s	1m 1s	970.6%	195.5 MB	2.8 GB	176.1 MB	72 MB
1537	f0/993236	7975934	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_chreensis_GCF_016919165)	COMPLETED	0	2025-11-26 12:27:21.419	5m 15s	1m 22s	1008.3%	171.3 MB	2.8 GB	176.8 MB	76.8 MB
1549	46/1369cb	7975953	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_andrefontaineae_GCF_004770105)	COMPLETED	0	2025-11-26 12:27:51.273	4m 45s	1m 2s	975.3%	171.2 MB	2.7 GB	173 MB	70.6 MB
1556	46/f80382	7975959	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_stimsonii_GCF_003545885)	COMPLETED	0	2025-11-26 12:27:51.612	4m 44s	1m 9s	980.9%	181.3 MB	2.7 GB	183.7 MB	75.1 MB
1550	fa/8fb219	7975954	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_venezuelensis_GCF_002150035)	COMPLETED	0	2025-11-26 12:27:51.334	4m 45s	1m 3s	978.6%	175.5 MB	2.8 GB	173.3 MB	70.9 MB
1554	fe/7f904f	7975958	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_wolbachii_GCF_000332515)	COMPLETED	0	2025-11-26 12:27:51.556	4m 44s	1m 16s	991.5%	183.4 MB	2.7 GB	169.2 MB	73.5 MB
1552	20/6c0105	7975956	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_koniambonensis_GCF_004769555)	COMPLETED	0	2025-11-26 12:27:51.444	4m 44s	1m 3s	980.9%	170 MB	2.7 GB	173.9 MB	71.1 MB
1553	23/348a73	7975957	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_yanagawae_GCF_000332475)	COMPLETED	0	2025-11-26 12:27:51.501	4m 44s	1m 22s	1019.4%	159.9 MB	2.8 GB	168.4 MB	74.3 MB
1558	33/8e01fe	7975962	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_fletcheri_GCF_004769195)	COMPLETED	0	2025-11-26 12:28:06.055	4m 30s	47.2s	937.0%	167.4 MB	2.7 GB	162.1 MB	65.9 MB
1561	2d/8187ac	7975966	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_wolffii_GCF_000306115)	COMPLETED	0	2025-11-26 12:28:06.229	4m 30s	53.2s	939.2%	176.2 MB	2.8 GB	175.3 MB	71.4 MB
1568	77/065c2a	7975980	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_borgpetersenii_GCF_003046425)	COMPLETED	0	2025-11-26 12:28:36.369	4m 30s	1m 2s	990.9%	168.9 MB	2.7 GB	163.7 MB	66.6 MB
1572	55/d16228	7975992	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_ainazelensis_GCF_016918785)	COMPLETED	0	2025-11-26 12:29:21.198	4m	1m 11s	984.4%	175.7 MB	2.7 GB	184.1 MB	75.3 MB
1562	f4/9ad643	7975973	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_inadai_GCF_000243675)	COMPLETED	0	2025-11-26 12:28:35.970	4m 45s	54.4s	950.8%	172.5 MB	2.7 GB	176.3 MB	71.9 MB
1570	d6/f43212	7975990	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_alstonii_GCF_000347175)	COMPLETED	0	2025-11-26 12:29:20.978	4m	1m 4s	979.0%	175.2 MB	2.8 GB	174.8 MB	71.1 MB
1575	c8/02a937	7975995	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_cinconiae_GCF_040833995)	COMPLETED	0	2025-11-26 12:29:21.370	4m	1m 7s	982.6%	195.2 MB	2.7 GB	175.7 MB	73 MB
1576	70/2c6c3c	7975996	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_mtsangambouensis_GCF_004770475)	COMPLETED	0	2025-11-26 12:29:21.426	3m 59s	59.6s	974.8%	168.4 MB	2.7 GB	175.6 MB	71.8 MB
1567	d5/02bae5	7975979	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_noguchii_GCF_000306255)	COMPLETED	0	2025-11-26 12:28:36.312	5m 15s	1m 26s	1020.6%	167.9 MB	2.7 GB	181.2 MB	74.1 MB
1559	7d/a5c266	7975963	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_barantonii_GCF_002811925)	COMPLETED	0	2025-11-26 12:28:06.115	5m 45s	1m 2s	983.9%	165.2 MB	2.7 GB	175.2 MB	71.5 MB
1564	ea/efbe1a	7975975	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_broomii_GCF_000243715)	COMPLETED	0	2025-11-26 12:28:36.137	5m 15s	55.1s	949.1%	184 MB	2.7 GB	175.2 MB	71.6 MB
1566	74/57d923	7975978	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_interrogans_GCF_000343165)	COMPLETED	0	2025-11-26 12:28:36.255	5m 15s	1m 24s	1021.7%	161.9 MB	2.8 GB	177 MB	72.4 MB
1563	22/9b9708	7975974	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_montravelensis_GCF_004769455)	COMPLETED	0	2025-11-26 12:28:36.077	5m 15s	1m 20s	1001.4%	172.3 MB	2.8 GB	169.1 MB	73.4 MB
1557	17/27e2ef	7975961	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_noumeaensis_GCF_004770765)	COMPLETED	0	2025-11-26 12:28:05.965	5m 45s	1m 21s	1011.3%	167.1 MB	2.7 GB	169.5 MB	73.5 MB
1565	99/5070c6	7975976	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_levettii_GCF_002812085)	COMPLETED	0	2025-11-26 12:28:36.193	5m 15s	1m 17s	1028.7%	165.5 MB	2.7 GB	165.4 MB	72.3 MB
1560	c8/de9f2c	7975964	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_perdikensis_GCF_004769575)	COMPLETED	0	2025-11-26 12:28:06.172	5m 45s	1m 16s	1016.7%	168.8 MB	2.7 GB	167.5 MB	72.8 MB
1569	71/f3e0ba	7975983	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_kemamanensis_GCF_004769665)	COMPLETED	0	2025-11-26 12:29:05.966	4m 45s	1m 15s	1019.4%	165.6 MB	2.6 GB	162.6 MB	71.2 MB
1582	c1/f60c7c	7976002	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_harrisiae_GCF_002811945)	COMPLETED	0	2025-11-26 12:29:21.766	4m 29s	57.1s	960.2%	172.4 MB	2.7 GB	172.9 MB	70.6 MB
1584	9e/e11c9b	7976004	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_chreensis_GCF_016919165)	COMPLETED	0	2025-11-26 12:29:21.876	4m 29s	1m 4s	970.5%	171.4 MB	2.7 GB	183.2 MB	74.9 MB
1585	46/ee6a6b	7976005	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_iowaensis_GCF_040833965)	COMPLETED	0	2025-11-26 12:29:21.930	4m 29s	56.9s	965.6%	185.7 MB	2.7 GB	175 MB	71.4 MB
1580	fc/208578	7976000	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_sanjuanensis_GCF_022267325)	COMPLETED	0	2025-11-26 12:29:21.648	5m 14s	1m 34s	1043.4%	186.4 MB	2.7 GB	184.2 MB	82.1 MB
1581	99/711fa8	7976001	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_kmetyi_GCF_000243735)	COMPLETED	0	2025-11-26 12:29:21.704	5m 14s	1m 41s	1058.3%	182.1 MB	2.7 GB	182.5 MB	80.2 MB
1574	89/b95d98	7975994	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_kanakyensis_GCF_004769235)	COMPLETED	0	2025-11-26 12:29:21.314	5m 15s	1m 21s	1015.0%	164 MB	2.8 GB	170.3 MB	73.9 MB
1586	7f/f8c845	7976006	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_fainei_GCF_000306235)	COMPLETED	0	2025-11-26 12:29:21.986	5m 14s	1m 8s	983.7%	178.9 MB	2.7 GB	179.5 MB	74.7 MB
1583	13/7da67d	7976003	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_tipperaryensis_GCF_001729245)	COMPLETED	0	2025-11-26 12:29:21.820	5m 14s	1m 34s	1043.1%	190.8 MB	2.7 GB	185.5 MB	80.6 MB
1578	64/1e321d	7975998	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_biflexa_GCF_000017685)	COMPLETED	0	2025-11-26 12:29:21.536	5m 14s	56.5s	956.0%	193.5 MB	2.7 GB	172.9 MB	70.3 MB
1571	35/a796bf	7975991	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_bandrabouensis_GCF_004770905)	COMPLETED	0	2025-11-26 12:29:21.089	5m 15s	1m 18s	1021.6%	172.1 MB	2.7 GB	168.2 MB	73.1 MB
1579	4f/899c0c	7975999	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_kirschneri_GCF_000243695)	COMPLETED	0	2025-11-26 12:29:21.593	5m 14s	1m 22s	1018.7%	176.4 MB	2.7 GB	181.6 MB	77.8 MB
1577	18/f219f4	7975997	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_licerasiae_GCF_000244755)	COMPLETED	0	2025-11-26 12:29:21.481	5m 14s	1m 7s	983.0%	178.8 MB	2.7 GB	178.2 MB	74.1 MB
1573	96/1cd24b	7975993	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_jelokensis_GCF_004769775_Leptospira_ilyithenensis_GCF_004771005)	COMPLETED	0	2025-11-26 12:29:21.258	5m 15s	1m 13s	988.7%	172.6 MB	2.7 GB	171.4 MB	71.7 MB
1587	49/430848	7976008	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_neocaledonica_GCF_002812205)	COMPLETED	0	2025-11-26 12:29:35.974	5m	1m 7s	980.3%	173.3 MB	2.7 GB	178 MB	73.9 MB
1591	47/83df4e	7976012	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_dzoumogneensis_GCF_004770895)	COMPLETED	0	2025-11-26 12:29:36.251	5m	1m 6s	983.9%	171.3 MB	2.7 GB	176.2 MB	73.1 MB
1593	f0/99e865	7976014	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_semungkisensis_GCF_004770055)	COMPLETED	0	2025-11-26 12:29:36.364	5m	1m 1s	973.2%	174.8 MB	2.7 GB	172.8 MB	71.8 MB
1595	c9/b2a392	7976017	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_hartskeerlii_GCF_002811475)	COMPLETED	0	2025-11-26 12:29:50.969	4m 45s	1m 5s	983.0%	172.1 MB	2.7 GB	174.8 MB	72.5 MB
1596	a6/45313f	7976018	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_andrefontaineae_GCF_004770105)	COMPLETED	0	2025-11-26 12:29:51.038	4m 45s	1m 7s	980.0%	172.1 MB	2.8 GB	179.4 MB	74.5 MB
1588	ae/3ed29a	7976009	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_bouyouniensis_GCF_004770445)	COMPLETED	0	2025-11-26 12:29:36.080	5m	57.4s	962.9%	177.1 MB	2.7 GB	175.9 MB	71.8 MB
1589	34/a8e842	7976010	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_selangorensis_GCF_004769405)	COMPLETED	0	2025-11-26 12:29:36.139	5m	1m 7s	991.7%	172.5 MB	2.7 GB	177.7 MB	73.8 MB
1599	9c/1a6ef8	7976028	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_koniambonensis_GCF_004769555)	COMPLETED	0	2025-11-26 12:30:35.979	4m	1m 5s	982.8%	176.3 MB	2.7 GB	180.4 MB	74.9 MB
1600	59/ca095b	7976029	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_yanagawae_GCF_000332475)	COMPLETED	0	2025-11-26 12:30:36.084	4m	57.8s	970.4%	172.6 MB	2.7 GB	174.9 MB	71.2 MB
1598	df/486351	7976020	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_langatensis_GCF_004770615)	COMPLETED	0	2025-11-26 12:30:06.040	4m 30s	1m 1s	978.0%	170.5 MB	2.8 GB	175.7 MB	73 MB
1601	c0/2bf0e6	7976030	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_wolbachii_GCF_000332515)	COMPLETED	0	2025-11-26 12:30:36.142	4m	56.6s	960.9%	183.3 MB	2.7 GB	175.5 MB	71.7 MB
1597	0f/44c11f	7976019	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_venezuelensis_GCF_002150035)	COMPLETED	0	2025-11-26 12:30:05.974	4m 45s	1m 5s	990.3%	179.4 MB	2.8 GB	179.8 MB	74.8 MB
1607	6d/adb483	7976037	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_perdikensis_GCF_004769575)	COMPLETED	0	2025-11-26 12:30:50.977	4m 15s	57.3s	971.6%	163.5 MB	2.7 GB	173.9 MB	71 MB
1605	64/dc284d	7976035	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_fletcheri_GCF_004769195)	COMPLETED	0	2025-11-26 12:30:36.372	5m 15s	1m 5s	985.9%	173.4 MB	2.7 GB	168.6 MB	70 MB
1594	52/edfacd	7976015	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_weilii_GCF_006874745)	COMPLETED	0	2025-11-26 12:29:36.418	6m 15s	1m 21s	1022.8%	192.9 MB	2.7 GB	180.6 MB	77.5 MB
1590	8f/6e3305	7976011	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_adleri_GCF_002811985)	COMPLETED	0	2025-11-26 12:29:36.194	6m 15s	1m 40s	1044.8%	167.1 MB	2.7 GB	188.7 MB	81.2 MB
1603	45/f34538	7976033	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_stimsonii_GCF_003545885)	COMPLETED	0	2025-11-26 12:30:36.257	5m 15s	1m 37s	1044.8%	167.4 MB	2.7 GB	190.2 MB	82.4 MB
1606	44/c2b8e0	7976036	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_barantonii_GCF_002811925)	COMPLETED	0	2025-11-26 12:30:36.429	5m 15s	1m 36s	1053.0%	160.8 MB	2.8 GB	181.6 MB	79.5 MB
1610	15/a608c4	7976040	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_montravelensis_GCF_004769455)	COMPLETED	0	2025-11-26 12:30:51.198	5m	58.2s	962.9%	174.3 MB	2.7 GB	175.5 MB	71.7 MB
1608	f4/bbf382	7976038	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_wolffii_GCF_000306115)	COMPLETED	0	2025-11-26 12:30:51.084	5m	1m 11s	991.8%	177.9 MB	2.7 GB	181.8 MB	75.6 MB
1602	b9/7711dd	7976031	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_alexanderi_GCF_000243815)	COMPLETED	0	2025-11-26 12:30:36.198	5m 15s	1m 19s	1015.5%	167.7 MB	2.7 GB	177.6 MB	76.1 MB
1592	b3/854882	7976013	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_santarosai_GCF_000313175)	COMPLETED	0	2025-11-26 12:29:36.308	6m 15s	1m 19s	1019.5%	188.1 MB	2.7 GB	173.6 MB	74.2 MB
1604	73/b4afea	7976034	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_noumeaensis_GCF_004770765)	COMPLETED	0	2025-11-26 12:30:36.315	5m 15s	58.8s	973.4%	168.1 MB	2.7 GB	175.9 MB	71.8 MB
1615	49/7ebdd9	7976045	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_borgpetersenii_GCF_003046425)	COMPLETED	0	2025-11-26 12:30:51.475	4m 59s	1m 14s	1012.4%	170 MB	2.7 GB	170.1 MB	72.8 MB
1611	bb/eeb425	7976041	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_broomii_GCF_000243715)	COMPLETED	0	2025-11-26 12:30:51.253	5m	1m 7s	976.6%	184.4 MB	2.7 GB	181.7 MB	75.7 MB
1614	4a/1fc1af	7976044	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_noguchii_GCF_000306255)	COMPLETED	0	2025-11-26 12:30:51.421	5m	1m 25s	1019.5%	168.2 MB	2.7 GB	187.6 MB	80.3 MB
1613	56/99aa39	7976043	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_interrogans_GCF_000343165)	COMPLETED	0	2025-11-26 12:30:51.366	5m	1m 23s	1017.4%	170 MB	2.7 GB	183.5 MB	78.5 MB
1612	52/c66257	7976042	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_levettii_GCF_002812085)	COMPLETED	0	2025-11-26 12:30:51.309	5m	55.4s	967.9%	174.6 MB	2.7 GB	171.8 MB	69.9 MB
1624	0f/1717bb	7976060	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_cinconiae_GCF_040833995_Leptospira_biflexa_GCF_000017685)	COMPLETED	0	2025-11-26 12:31:21.404	4m 30s	56s	960.6%	191.7 MB	2.7 GB	165.9 MB	67.5 MB
1618	c3/995d2b	7976054	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_bandrabouensis_GCF_004770905)	COMPLETED	0	2025-11-26 12:31:20.974	4m 30s	57.6s	964.0%	172.2 MB	2.7 GB	174.5 MB	71.3 MB
1616	2d/683194	7976046	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_kemamanensis_GCF_004769665)	COMPLETED	0	2025-11-26 12:30:51.530	4m 59s	56.1s	973.5%	163 MB	2.7 GB	169 MB	68.8 MB
1619	8e/cf97d0	7976055	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_ainazelensis_GCF_016918785)	COMPLETED	0	2025-11-26 12:31:21.085	5m	1m 40s	1045.4%	164 MB	2.8 GB	190.5 MB	82.7 MB
1620	da/3b1d4a	7976056	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_yasudae_GCF_003545925_Leptospira_ilyithenensis_GCF_004771005)	COMPLETED	0	2025-11-26 12:31:21.177	5m	1m 7s	986.8%	170.9 MB	2.8 GB	177.7 MB	72.6 MB
1622	f9/ec25a4	7976058	BLAST:ANI_BLAST_BIOPYTHON (Leptospira_cinconiae_GCF_040833995_Leptospira_mtsangambouensis_GCF_004770475)	COMPLETED	0	2025-11-26 12:31:21.292	5m	59.7s	983.0%	188.4 MB	2.7 GB	168.7 MB	68.9 MB
